timestamp,x,y,pol
19,119,57,1
19,116,40,1
19,86,10,1
19,47,74,1
19,83,99,1
19,32,61,1
19,80,31,1
19,41,70,1
19,124,26,1
19,110,66,1
19,126,10,0
19,98,3,1
19,119,122,1
19,26,43,1
19,59,7,1
19,17,68,1
19,126,70,1
19,119,71,1
19,5,100,1
19,4,85,1
19,84,50,1
19,19,45,1
19,119,15,1
19,125,62,1
19,47,48,1
19,76,68,1
19,68,1,1
19,106,87,1
19,74,91,1
19,89,73,1
19,17,70,1
19,9,70,1
19,25,71,1
19,20,104,1
19,27,125,1
19,43,56,1
19,45,125,1
19,0,62,1
19,62,13,1
19,91,119,1
19,13,86,0
19,65,72,1
19,24,67,0
19,24,67,0
19,7,65,0
19,100,6,1
19,19,113,1
19,107,39,1
19,11,84,1
19,0,50,1
19,7,17,0
19,14,60,0
19,14,123,1
19,127,126,0
19,0,5,0
19,110,30,1
19,85,57,1
19,126,17,0
19,126,95,1
19,47,103,1
19,33,59,0
19,84,98,0
19,45,119,1
19,6,73,1
19,110,11,1
19,30,105,1
19,86,115,0
19,41,94,1
19,105,16,1
19,84,98,0
19,123,122,0
19,116,48,1
19,82,8,0
19,11,6,1
19,14,70,1
19,5,20,0
19,124,79,1
19,73,83,0
19,117,24,1
19,47,35,0
19,47,35,0
19,103,124,1
19,115,79,1
19,113,98,1
19,61,115,0
19,107,92,1
19,123,2,0
19,46,12,1
19,28,59,1
19,127,24,1
19,109,74,1
19,111,123,1
19,51,76,1
19,55,19,1
19,120,87,1
19,119,89,1
19,127,39,1
19,33,1,1
19,110,49,1
19,115,45,1
19,66,78,1
19,103,95,1
19,118,23,1
19,115,73,1
19,82,20,1
19,79,120,1
19,91,124,1
19,95,8,1
19,19,94,1
19,72,49,1
19,125,55,1
19,103,26,1
19,20,40,1
19,75,73,1
19,112,76,1
19,103,32,1
19,114,56,1
19,30,119,1
19,75,16,1
19,98,44,1
19,75,69,1
19,22,0,1
19,22,69,0
19,22,69,0
19,82,23,1
19,5,93,0
19,78,26,1
19,101,87,1
19,69,18,1
19,11,9,1
19,125,69,1
19,12,3,1
19,123,33,1
19,108,122,1
19,25,75,1
19,84,98,0
19,0,61,0
19,84,98,0
19,0,125,0
19,90,112,0
19,6,4,1
19,77,119,1
19,84,98,0
19,98,3,1
19,17,34,1
19,101,14,1
19,101,1,1
19,82,17,1
19,87,19,1
19,84,98,0
19,61,110,1
19,7,11,1
19,102,60,1
19,110,46,1
19,87,86,1
19,2,126,0
19,62,16,1
19,84,98,0
19,51,7,1
19,21,56,1
19,75,28,1
19,121,100,1
19,116,85,1
19,32,18,1
19,59,125,0
19,23,117,0
19,27,125,1
19,18,2,1
19,78,17,1
19,2,40,1
19,117,72,1
19,28,19,1
19,105,31,1
19,49,1,1
19,124,98,0
19,86,66,1
19,106,126,1
19,9,62,1
19,6,28,1
19,91,57,1
19,19,117,1
19,113,2,1
19,88,10,1
19,107,33,1
19,105,41,1
19,6,60,1
19,120,48,1
19,34,58,1
19,93,46,1
19,77,22,1
19,116,48,1
19,79,0,1
19,79,19,1
19,0,13,1
19,101,89,1
19,39,6,1
19,10,20,1
19,58,38,1
19,37,105,1
19,61,7,1
19,47,119,0
19,115,83,1
19,71,17,1
19,71,78,1
19,117,62,1
19,115,95,1
19,23,43,1
19,45,84,1
19,107,38,1
19,4,14,1
19,62,36,1
19,80,25,1
19,85,57,1
19,111,69,1
19,21,0,1
19,47,60,1
19,114,107,1
19,37,42,1
19,31,67,1
19,28,13,1
19,76,66,1
19,29,23,1
19,93,9,1
19,73,3,1
19,125,12,1
19,20,55,1
19,18,4,1
19,25,52,1
19,54,32,1
19,11,33,1
19,38,19,1
19,39,28,1
19,46,106,1
19,78,100,1
19,42,17,1
19,118,125,0
19,77,8,1
19,50,19,1
19,66,91,1
19,29,26,1
19,75,40,1
19,41,35,1
19,83,65,1
19,47,21,1
19,30,1,1
19,67,0,1
19,118,72,1
19,127,83,1
19,75,63,1
19,99,45,1
19,25,9,1
19,68,83,1
19,44,52,1
19,123,119,1
19,9,75,1
19,39,0,1
19,101,83,1
19,18,81,1
19,61,47,1
19,125,26,1
19,124,37,1
19,78,15,1
19,13,95,1
19,78,8,1
19,55,104,1
19,100,52,1
19,0,14,1
19,51,53,1
19,116,71,1
19,108,123,1
19,88,119,1
19,109,6,1
19,92,92,1
19,51,97,1
19,126,44,1
19,80,8,1
19,93,91,1
19,56,26,1
19,30,119,1
19,7,14,1
19,70,14,1
19,89,1,1
19,28,115,1
19,25,46,1
19,28,71,1
19,44,49,1
19,63,56,1
19,110,28,1
19,7,56,1
19,83,37,1
19,52,69,1
19,44,2,1
19,54,54,1
19,32,46,1
19,61,114,1
19,96,86,1
19,23,91,1
19,39,64,1
19,35,22,1
19,48,23,1
19,69,11,1
19,76,68,1
19,8,123,1
19,99,49,1
19,34,112,1
19,61,21,1
19,5,97,1
19,80,10,1
19,2,24,1
19,61,95,1
19,50,107,1
19,119,20,1
19,107,24,1
19,5,14,1
19,47,32,1
19,6,39,1
19,73,111,1
19,81,21,1
19,69,109,1
19,17,91,1
19,40,11,1
19,72,5,1
19,78,104,1
19,101,37,1
19,20,48,1
19,9,51,1
19,20,50,1
19,109,84,1
19,60,3,1
19,22,22,1
19,22,12,1
19,4,31,1
19,121,123,1
19,4,41,1
19,70,81,1
19,105,117,1
19,31,101,1
19,78,56,1
19,67,6,1
19,43,96,1
19,99,3,1
19,13,76,1
19,7,19,1
19,28,61,1
19,125,97,1
19,40,16,1
19,21,57,1
19,49,19,1
19,26,27,1
19,4,61,1
19,6,70,1
19,15,39,1
19,9,69,1
19,9,31,1
19,37,50,1
19,31,52,1
19,20,52,1
19,115,47,1
19,45,49,1
19,2,57,1
19,55,23,1
19,51,54,1
19,51,52,1
19,101,102,1
19,20,98,1
19,74,110,1
19,15,9,1
19,118,12,1
19,13,30,1
19,68,114,1
19,1,44,1
19,15,49,1
19,9,123,1
19,36,77,1
19,94,116,1
19,98,3,1
19,12,16,1
19,12,95,1
19,96,50,0
19,1,77,1
19,108,25,1
19,105,26,1
19,115,39,1
19,100,25,1
19,40,27,1
19,37,110,1
19,52,79,1
19,10,92,1
19,6,58,1
19,126,94,1
19,98,118,1
19,45,15,1
19,36,29,1
19,27,125,1
19,5,79,1
19,27,6,1
19,5,7,1
19,114,39,1
19,56,114,1
19,52,71,1
19,18,6,1
19,92,18,1
19,57,44,1
19,34,115,1
19,110,67,1
19,64,7,1
19,59,106,1
19,81,41,1
19,8,43,1
19,43,2,1
19,42,32,1
19,4,62,1
19,26,18,1
19,57,87,1
19,7,30,1
19,3,47,1
19,42,12,1
19,25,1,1
19,55,50,1
19,91,55,1
19,104,13,1
19,35,83,1
19,125,36,1
19,14,3,1
19,14,24,1
19,34,16,1
19,14,97,1
19,53,14,1
19,49,61,1
19,25,44,1
19,57,37,1
19,17,32,1
19,39,119,1
19,41,37,1
19,99,109,1
19,85,55,1
19,121,69,1
19,37,53,1
19,34,11,1
19,0,45,1
19,41,33,1
19,38,58,1
19,110,55,1
19,104,55,1
19,33,2,1
19,114,126,1
19,53,35,1
19,115,36,1
19,116,121,1
19,2,8,1
19,107,7,1
19,102,78,0
19,56,37,1
19,31,1,1
19,113,113,1
19,43,78,1
19,11,83,1
19,63,21,1
19,64,27,1
19,101,42,1
19,113,0,1
19,28,77,1
19,40,49,1
19,48,26,1
19,122,101,1
19,79,82,1
19,104,19,1
19,21,76,1
19,30,119,1
19,119,47,1
19,63,12,1
19,23,48,1
19,102,63,1
19,55,81,1
19,33,26,1
19,35,12,1
19,37,76,1
19,22,99,1
19,126,56,1
19,42,80,1
19,16,81,1
19,119,67,1
19,53,59,1
19,29,20,1
19,17,43,1
19,34,125,1
19,9,66,1
19,77,3,1
19,113,101,1
19,7,16,1
19,29,12,1
19,5,24,1
19,2,23,1
19,51,38,1
19,83,69,1
19,77,31,1
19,77,1,1
19,11,45,1
19,19,17,1
19,3,71,1
19,5,54,1
19,6,81,1
19,106,81,1
19,3,69,1
19,92,11,1
19,45,100,1
19,39,33,1
19,116,48,1
19,11,17,1
19,64,23,1
19,111,94,1
19,88,41,1
19,50,37,1
19,14,33,1
19,106,62,1
19,20,94,1
19,19,55,1
19,1,105,1
19,100,92,1
19,4,33,1
19,65,110,1
19,13,15,1
19,56,101,1
19,31,94,1
19,55,45,1
19,18,47,1
19,106,93,1
19,29,74,1
19,32,0,1
19,53,57,1
19,49,79,1
19,23,12,1
19,49,27,1
19,90,58,1
19,25,28,1
19,62,114,1
19,15,87,1
19,116,19,1
19,67,81,1
