timestamp,x,y,pol
12,44,91,0
12,45,91,0
12,45,91,0
12,43,91,0
12,43,90,0
12,44,89,0
12,45,89,0
12,44,90,1
12,45,90,1
12,46,91,0
12,43,89,0
12,43,91,1
12,42,44,0
12,45,91,1
12,112,45,0
12,43,90,1
12,41,44,0
12,55,44,0
12,44,91,1
12,45,90,1
12,113,46,0
12,43,91,1
12,44,90,1
12,45,91,1
12,44,91,1
12,30,93,0
12,69,93,0
12,111,59,0
12,40,44,0
12,90,15,1
12,45,90,0
12,45,44,0
12,91,15,1
12,61,1,0
12,43,89,0
12,43,90,0
12,85,7,1
12,70,45,0
12,91,15,1
12,100,45,0
12,91,15,1
12,101,45,0
12,91,15,1
12,102,85,0
12,45,89,0
12,44,89,0
12,44,91,1
12,46,91,0
12,46,91,0
12,43,91,0
12,43,90,1
12,45,90,1
12,44,90,1
12,45,91,1
12,43,89,1
12,45,89,1
12,43,91,1
12,44,91,1
12,44,90,1
12,46,91,1
12,45,90,1
12,44,89,1
12,44,91,1
12,45,91,1
12,44,90,1
12,44,91,1
12,45,90,0
12,44,90,0
12,44,90,0
12,44,89,0
12,43,91,0
12,43,89,0
12,45,91,0
12,45,91,0
12,45,91,0
12,45,89,0
12,44,91,0
12,44,90,1
12,43,90,0
12,43,91,1
12,45,90,1
12,44,89,1
12,44,91,1
12,45,91,1
12,70,86,1
12,45,89,1
12,43,89,1
12,43,90,1
12,44,90,1
12,45,90,1
12,44,91,1
12,44,89,1
12,45,91,1
12,43,91,1
12,44,90,1
12,45,90,1
12,44,91,1
12,44,90,0
12,45,90,0
12,45,90,0
12,44,91,0
12,44,91,0
12,43,90,0
12,43,91,0
12,43,91,0
12,45,91,0
12,45,89,0
12,8,43,1
12,46,91,0
12,43,89,0
12,44,91,1
12,43,90,1
12,45,90,1
12,45,91,1
12,44,90,1
12,45,89,1
12,43,91,1
12,44,91,1
12,44,90,1
12,44,89,1
12,44,90,1
12,46,91,1
12,17,91,1
12,44,91,1
12,45,90,1
12,44,90,1
12,44,90,0
12,44,90,0
12,44,91,0
12,45,90,0
12,43,91,0
12,43,90,0
12,45,91,0
12,45,91,0
12,45,89,0
12,44,89,0
12,44,90,1
12,43,89,0
12,43,91,1
12,45,90,1
12,44,91,1
12,45,91,1
12,45,89,1
12,44,90,1
12,43,90,1
12,44,91,1
12,44,89,1
12,43,91,1
12,44,90,1
12,45,90,1
12,45,91,1
12,44,91,1
12,44,90,0
12,44,91,0
12,44,91,0
12,45,90,0
12,43,90,0
12,43,91,0
12,45,91,0
12,45,91,0
12,45,89,0
12,44,89,0
12,43,89,0
12,44,91,1
12,43,90,1
12,45,90,1
12,45,91,1
12,44,90,1
12,45,89,1
12,43,91,1
12,44,91,1
12,45,90,1
12,44,90,1
12,44,89,1
12,44,91,1
12,45,91,1
12,45,90,1
12,44,90,1
12,92,53,1
12,44,90,0
12,44,91,0
12,45,90,0
12,80,13,1
12,43,90,0
12,43,89,0
12,59,78,1
12,79,74,1
12,43,91,0
12,45,91,0
12,45,91,0
12,76,66,1
12,46,91,0
12,45,89,0
12,44,89,0
12,44,90,1
12,43,90,1
12,45,90,1
12,43,91,1
12,44,91,1
12,18,59,1
12,45,91,1
12,100,121,1
12,56,6,1
12,45,89,1
12,104,5,1
12,45,90,1
12,91,124,1
12,43,89,1
12,44,90,1
12,98,24,1
12,44,91,1
12,43,90,1
12,44,89,1
12,95,125,1
12,45,90,1
12,46,91,1
12,43,28,1
12,77,100,1
12,44,90,1
12,88,119,1
12,45,91,1
12,45,90,1
12,44,91,1
12,43,91,1
12,44,90,0
12,80,90,1
12,44,91,0
12,44,91,0
12,45,90,0
12,45,90,0
12,43,90,0
12,43,91,0
12,43,91,0
12,45,91,0
12,45,91,0
12,38,17,1
12,45,89,0
12,44,89,0
12,43,89,0
12,44,91,1
12,43,90,1
12,45,90,1
12,46,91,0
12,46,91,0
12,46,91,0
12,45,91,1
12,44,90,1
12,101,74,1
12,45,89,1
12,43,91,1
12,44,91,1
12,45,90,1
12,44,90,1
12,44,91,1
12,44,89,1
12,43,90,1
12,45,90,1
12,45,91,1
12,44,90,1
12,44,91,1
12,45,90,0
12,44,90,0
12,44,90,0
12,44,89,0
12,43,90,0
12,43,90,0
12,43,89,0
12,45,91,0
12,45,91,0
12,45,89,0
12,44,91,0
12,44,90,1
12,43,91,0
12,45,90,1
12,43,90,1
12,44,89,1
12,44,90,1
12,45,91,1
12,43,89,1
12,45,89,1
12,44,91,1
12,43,91,1
12,44,90,1
12,44,89,1
12,27,49,1
12,44,91,1
12,45,91,1
12,48,6,1
12,44,90,1
12,48,26,1
12,45,90,1
12,44,91,1
12,44,90,0
12,45,90,0
12,44,91,0
12,44,91,0
12,43,91,0
12,43,90,0
12,45,91,0
12,45,91,0
12,45,89,0
12,44,89,0
12,44,91,1
12,43,89,0
12,43,90,1
12,45,90,1
12,45,91,1
12,44,90,1
12,43,91,1
12,45,90,1
12,44,91,1
12,44,89,1
12,45,89,1
12,44,90,1
12,44,91,1
12,44,90,1
12,44,90,0
12,44,91,0
12,45,91,0
12,43,89,0
12,43,91,0
12,45,90,0
12,45,90,0
12,44,89,0
12,44,90,1
12,45,89,0
12,43,90,0
12,45,91,1
12,43,91,1
12,44,91,1
12,45,90,1
12,45,89,1
12,43,89,1
12,44,90,1
12,44,91,1
12,43,91,1
12,44,89,1
12,45,91,1
12,44,90,1
12,44,91,1
12,44,90,0
12,44,91,0
12,45,90,0
12,43,91,0
12,43,89,0
12,45,91,0
12,45,91,0
12,45,89,0
12,44,89,0
12,44,91,1
12,43,90,0
12,45,90,1
12,43,91,1
12,45,91,1
12,44,91,1
12,45,89,1
12,43,89,1
12,44,90,1
12,43,90,1
12,44,91,1
12,44,90,1
12,44,89,1
12,44,90,1
12,44,91,1
12,45,90,1
12,43,91,1
12,44,90,0
12,44,91,0
12,43,90,0
12,45,91,0
12,43,91,0
12,43,91,0
12,45,90,0
12,45,90,0
12,44,89,0
12,44,91,1
12,43,89,0
12,45,89,0
12,43,90,1
12,45,91,1
12,44,90,1
12,44,91,1
12,45,90,1
12,45,89,1
12,43,91,1
12,44,89,1
12,44,90,1
12,45,91,1
12,44,91,1
12,44,90,1
12,44,91,1
12,45,90,1
12,44,89,1
12,44,90,0
12,45,91,0
12,43,90,0
12,43,89,0
12,45,90,0
12,45,90,0
12,44,91,0
12,44,91,0
12,44,91,0
12,43,91,0
12,45,89,0
12,44,90,1
12,45,91,1
12,34,31,1
12,43,90,1
12,44,91,1
12,44,89,1
12,43,89,1
12,45,90,1
12,44,90,1
12,45,89,1
12,43,91,1
12,44,91,1
12,44,90,1
12,49,15,1
12,45,91,1
12,55,50,1
12,44,89,1
12,54,49,1
12,44,90,1
12,105,32,1
12,46,90,1
12,43,90,1
12,84,125,1
12,44,91,1
12,99,126,1
12,44,90,0
12,44,91,0
12,44,91,0
12,45,91,0
12,43,90,0
12,43,90,0
12,43,89,0
12,43,89,0
12,45,90,0
12,45,90,0
12,43,91,0
12,44,89,0
12,44,91,1
12,45,91,1
12,45,89,0
12,43,90,1
12,43,89,1
12,44,90,1
12,45,90,1
12,43,91,1
12,44,91,1
12,45,91,1
12,45,89,1
12,44,89,1
12,44,90,1
12,44,91,1
12,44,90,1
12,44,90,0
12,44,90,0
12,44,91,0
12,45,90,0
12,43,89,0
12,43,91,0
12,45,91,0
12,45,89,0
12,44,89,0
12,44,90,1
12,43,90,0
12,43,91,1
12,45,90,1
12,44,91,1
12,45,91,1
12,45,89,1
12,43,89,1
12,43,91,1
12,44,90,1
12,44,91,1
12,44,89,1
12,45,90,1
12,44,90,1
12,44,91,1
12,45,91,1
12,44,90,0
12,44,91,0
12,45,90,0
12,45,90,0
12,43,91,0
12,43,90,0
12,45,91,0
12,45,89,0
12,44,89,0
12,44,91,1
12,46,90,0
12,43,89,0
12,45,90,1
12,43,91,1
12,44,90,1
12,45,91,1
12,45,89,1
12,43,90,1
12,44,91,1
12,44,90,1
12,45,90,1
12,44,89,1
12,44,90,1
12,43,91,1
12,46,90,1
12,44,91,1
12,45,91,1
12,51,38,1
12,51,119,1
12,45,90,1
12,44,90,1
12,44,90,0
12,44,90,0
12,44,91,0
12,45,90,0
12,43,89,0
12,43,90,0
12,45,91,0
12,45,91,0
12,45,89,0
12,44,89,0
12,43,91,0
12,44,90,1
12,43,90,1
12,45,90,1
12,44,91,1
12,45,91,1
12,43,91,1
12,45,89,1
12,43,89,1
12,44,90,1
12,44,91,1
12,45,90,1
12,44,89,1
12,44,90,1
12,45,91,1
12,44,91,1
12,45,90,1
12,44,90,1
12,44,91,0
12,45,90,0
12,44,90,0
12,43,91,0
12,43,90,0
12,45,91,0
12,45,91,0
12,44,89,0
12,45,89,0
12,46,90,0
12,44,90,1
12,43,89,0
12,43,91,1
12,45,90,1
12,44,91,1
12,45,91,1
12,108,59,1
12,43,90,1
12,45,89,1
12,44,89,1
12,46,92,0
12,44,90,1
12,44,91,1
12,43,91,1
12,45,90,1
12,44,90,1
12,80,109,1
12,46,90,1
12,45,91,1
12,45,90,1
12,44,91,1
12,120,27,1
12,44,90,0
12,45,90,0
12,44,91,0
12,43,91,0
12,54,75,1
12,43,90,0
12,45,89,0
12,44,89,0
12,44,91,1
12,45,90,1
12,43,89,0
12,43,90,1
12,89,70,1
12,45,91,1
12,44,91,1
12,45,89,1
12,43,91,1
12,43,90,1
12,44,90,1
12,44,91,1
12,45,90,1
12,44,89,1
12,44,90,1
12,45,91,1
12,44,91,1
12,45,90,1
12,44,90,1
12,44,90,0
12,45,90,0
12,44,91,0
12,44,91,0
12,43,90,0
12,43,89,0
12,43,89,0
12,45,91,0
12,45,91,0
12,44,89,0
12,45,89,0
12,43,91,0
12,44,90,1
12,45,90,1
12,43,90,1
12,44,91,1
12,43,89,1
12,45,91,1
12,45,89,1
12,44,90,1
12,45,90,1
12,44,89,1
12,43,91,1
12,44,91,1
12,45,91,1
12,44,90,1
12,44,91,1
12,45,90,1
12,44,90,0
12,44,91,0
12,43,90,0
12,43,89,0
12,45,91,0
12,45,91,0
12,45,90,0
12,44,89,0
12,44,91,1
12,43,91,0
12,46,90,0
12,46,90,0
12,45,89,0
12,45,90,1
12,43,90,1
12,44,90,1
12,43,89,1
12,45,91,1
12,45,90,1
12,43,91,1
12,45,92,1
12,44,91,1
12,45,89,1
12,44,90,1
12,44,91,1
12,46,90,1
12,44,89,1
12,44,90,1
12,44,91,1
12,4,120,1
12,44,90,0
12,44,91,0
12,45,91,0
12,43,90,0
12,43,91,0
12,45,90,0
12,45,89,0
12,44,89,0
12,44,91,1
12,45,92,0
12,43,89,0
12,45,90,1
12,43,90,1
12,45,91,1
12,44,90,1
12,44,91,1
12,45,89,1
12,43,91,1
12,44,89,1
12,45,90,1
12,44,90,1
12,44,91,1
12,45,91,1
12,45,90,1
12,44,90,1
12,44,91,1
12,45,90,0
12,45,90,0
12,44,90,0
12,44,90,0
12,44,91,0
12,43,89,0
12,43,91,0
12,45,91,0
12,45,91,0
12,45,89,0
12,45,92,0
12,44,89,0
12,44,90,1
12,43,90,0
12,43,91,1
12,45,90,1
12,44,91,1
12,45,91,1
12,45,89,1
12,41,80,1
12,43,89,1
12,45,92,1
12,44,90,1
12,44,91,1
12,43,90,1
12,44,89,1
12,44,90,1
12,44,91,1
12,45,90,1
12,43,91,1
12,44,90,1
12,45,89,1
12,44,90,0
12,44,90,0
12,44,91,0
12,45,90,0
12,43,90,0
12,45,91,0
12,43,91,0
12,45,89,0
12,45,89,0
12,45,92,0
12,44,89,0
12,43,89,0
12,44,90,1
12,45,90,1
12,43,90,1
12,45,91,1
12,44,91,1
12,45,89,1
12,43,91,1
12,45,90,1
12,44,90,1
12,44,91,1
12,44,89,1
12,45,91,1
12,44,90,1
12,45,90,1
12,46,91,1
12,44,91,1
12,27,3,1
12,44,90,0
12,45,90,0
12,44,91,0
12,44,91,0
12,43,89,0
12,43,91,0
12,45,91,0
12,45,91,0
12,46,91,0
12,45,89,0
12,44,89,0
12,44,91,1
12,43,90,0
12,43,89,1
12,45,90,1
12,45,91,1
12,44,90,1
12,46,90,0
12,43,91,1
12,45,89,1
12,45,90,1
12,44,91,1
12,44,90,1
12,44,89,1
12,44,91,1
12,46,91,1
12,44,90,1
12,45,90,1
12,84,5,1
12,44,90,0
12,44,90,0
12,44,91,0
12,84,111,1
12,103,53,1
12,45,90,0
12,45,90,0
12,32,0,1
12,43,89,0
12,43,89,0
12,43,90,0
12,45,91,0
12,45,91,0
12,45,89,0
12,20,28,1
12,44,89,0
12,44,90,1
12,46,90,0
12,46,90,0
12,43,91,0
12,43,90,1
12,45,90,1
12,44,91,1
12,45,91,1
12,45,89,1
12,45,92,1
12,43,89,1
12,44,90,1
12,44,91,1
12,43,90,1
12,44,90,1
12,45,90,1
12,44,89,1
12,44,91,1
12,45,91,1
12,44,90,1
12,44,91,0
12,44,90,0
12,43,90,0
12,43,90,0
12,43,89,0
12,45,90,0
12,45,90,0
12,45,89,0
12,45,91,0
12,44,89,0
12,44,90,1
12,45,92,0
12,43,91,0
12,43,90,1
12,45,90,1
12,45,91,1
12,44,91,1
12,44,89,1
12,45,89,1
12,44,90,1
12,45,90,1
12,43,89,1
12,44,91,1
12,43,91,1
12,44,89,1
12,45,91,1
12,44,90,1
12,44,91,1
12,45,90,1
12,44,90,0
12,45,90,0
12,44,91,0
12,44,91,0
12,43,90,0
12,43,90,0
12,43,91,0
12,45,91,0
12,45,89,0
12,45,90,1
12,44,89,0
12,44,91,1
12,43,89,0
12,43,90,1
12,45,91,1
12,44,91,1
12,45,89,1
12,43,91,1
12,44,90,1
12,44,91,1
12,44,89,1
12,44,90,1
12,45,90,1
12,45,91,1
12,44,91,1
12,45,89,1
12,21,87,1
12,44,90,1
12,16,15,1
12,44,90,0
12,45,90,0
12,44,91,0
12,125,11,1
12,43,90,0
12,43,91,0
12,45,91,0
12,45,89,0
12,45,89,0
12,44,89,0
12,45,92,0
12,44,90,1
12,43,89,0
12,45,90,1
12,43,90,1
12,44,91,1
12,45,91,1
12,45,89,1
12,45,90,1
12,43,91,1
12,44,90,1
12,44,91,1
12,44,89,1
12,45,90,1
12,44,90,1
12,44,91,1
12,45,91,1
12,44,90,1
12,44,90,0
12,44,90,0
12,44,91,0
12,45,90,0
12,43,89,0
12,43,91,0
12,45,91,0
12,45,91,0
12,44,89,0
12,45,89,0
12,44,90,1
12,43,90,0
12,45,90,1
12,43,91,1
12,44,91,1
12,45,91,1
12,45,89,1
12,43,89,1
12,43,91,1
12,44,90,1
12,44,91,1
12,44,89,1
12,45,90,1
12,44,90,1
12,44,91,1
12,45,91,1
12,45,90,1
12,44,90,1
12,44,90,0
12,45,90,0
12,44,91,0
12,55,67,1
12,43,91,0
12,43,90,0
12,45,91,0
12,55,61,1
12,44,89,0
12,45,89,0
12,44,90,1
12,43,89,0
12,45,90,1
12,43,91,1
12,104,27,1
12,44,91,1
12,45,91,1
12,45,89,1
12,45,92,1
12,43,90,1
12,44,90,1
12,44,91,1
12,76,68,1
12,45,90,1
12,44,90,1
12,43,91,1
12,44,89,1
12,44,91,1
12,45,91,1
12,45,89,1
12,44,90,1
12,25,75,1
12,47,116,1
12,44,90,0
12,44,91,0
12,45,90,0
12,43,90,0
12,43,91,0
12,45,91,0
12,45,91,0
12,45,89,0
12,45,92,0
12,44,89,0
12,43,89,0
12,44,90,1
12,45,90,1
12,43,90,1
12,45,91,1
12,44,91,1
12,45,89,1
12,45,92,1
12,43,91,1
12,45,90,1
12,44,90,1
12,44,91,1
12,44,89,1
12,44,90,1
12,45,91,1
12,44,91,1
12,44,90,1
12,44,90,0
12,44,91,0
12,45,91,0
12,43,89,0
12,43,91,0
12,45,90,0
12,45,90,0
12,45,89,0
12,45,89,0
12,44,89,0
12,44,90,1
12,45,92,0
12,45,91,1
12,43,90,0
12,43,91,1
12,45,90,1
12,44,91,1
12,46,91,0
138,46,91,0
138,46,91,0
138,45,89,1
138,43,89,1
138,43,91,1
138,44,90,1
138,45,91,1
138,44,91,1
138,44,89,1
138,46,91,1
138,44,90,1
138,44,91,1
138,45,90,1
138,44,90,1
138,44,90,0
138,44,91,0
138,45,90,0
138,45,90,0
138,43,91,0
138,43,90,0
138,45,91,0
138,45,91,0
138,44,89,0
138,45,89,0
138,45,89,0
